period,revenue,net_profit,interest_payable,ebitda,inn,name
2021,18463.0,1426.0,0.0,1426.0,5638058829,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИСТА"""
2024,50379.0,4157.0,19614.0,23771.0,5048033412,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРКОНС УПРАВЛЕНИЕ ПРОЕКТАМИ"""
2023,213086.0,-87124.0,19496.0,-67628.0,5048033412,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРКОНС УПРАВЛЕНИЕ ПРОЕКТАМИ"""
2022,107080.0,1125.0,23717.0,24842.0,5048033412,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРКОНС УПРАВЛЕНИЕ ПРОЕКТАМИ"""
2021,156844.0,253.0,1748.0,2001.0,5048033412,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРКОНС УПРАВЛЕНИЕ ПРОЕКТАМИ"""
2025,93395.0,3377.0,,3377.0,0550003492,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕТОН"""
2024,206085.0,7619.0,,7619.0,0550003492,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕТОН"""
2023,157783.0,6024.0,,6024.0,0550003492,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕТОН"""
2022,199360.0,6026.0,,6026.0,0550003492,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕТОН"""
2021,236927.0,7942.0,,7942.0,0550003492,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕТОН"""
2025,361145.0,10932.0,1082.0,12014.0,1659173712,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ТАТИНВЕСТСТРОЙ"""
2024,153743.0,872.0,963.0,1835.0,1659173712,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ТАТИНВЕСТСТРОЙ"""
2023,484989.0,7368.0,51.0,7419.0,1659173712,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ТАТИНВЕСТСТРОЙ"""
2022,274700.0,5242.0,171.0,5413.0,1659173712,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ТАТИНВЕСТСТРОЙ"""
2021,179849.0,3523.0,,3523.0,1659173712,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ТАТИНВЕСТСТРОЙ"""
2025,552514.0,138301.0,0.0,138301.0,6150075888,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМКОРД"""
2024,890703.0,130599.0,453.0,131052.0,6150075888,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМКОРД"""
2023,425872.0,29300.0,584.0,29884.0,6150075888,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМКОРД"""
2022,144420.0,23378.0,810.0,24188.0,6150075888,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМКОРД"""
2021,269438.0,32776.0,109.0,32885.0,6150075888,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМКОРД"""
2025,1164551.0,223303.0,7.0,223310.0,3123411969,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕНА"""
2024,869395.0,101766.0,,101766.0,3123411969,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕНА"""
2023,880725.0,98091.0,,98091.0,3123411969,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕНА"""
2022,703458.0,74384.0,,74384.0,3123411969,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕНА"""
2021,619424.0,44422.0,,44422.0,3123411969,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕНА"""
2024,99484.0,5063.0,,5063.0,2130203044,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-101"""
2023,94180.0,4226.0,,4226.0,2130203044,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-101"""
2022,76186.0,5007.0,,5007.0,2130203044,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-101"""
2021,68620.0,3737.0,,3737.0,2130203044,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМУ-101"""
2025,1767811.0,6064.0,0.0,6064.0,7722824313,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""Р7 СЕРВИС"""
2024,713375.0,-7047.0,479.0,-6568.0,7722824313,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""Р7 СЕРВИС"""
2023,290661.0,1771.0,692.0,2463.0,7722824313,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""Р7 СЕРВИС"""
2022,574840.0,34425.0,94.0,34519.0,7722824313,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""Р7 СЕРВИС"""
2021,478620.0,87019.0,272.0,87291.0,7722824313,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""Р7 СЕРВИС"""
2022,142085.0,4.0,,4.0,7727481099,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМОНТ+"""
2025,979160.0,44945.0,35542.0,80487.0,6674158098,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОСТРОЙПРОЕКТ"""
2024,1394266.0,90117.0,40115.0,130232.0,6674158098,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОСТРОЙПРОЕКТ"""
2023,797057.0,57712.0,2289.0,60001.0,6674158098,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОСТРОЙПРОЕКТ"""
2022,570649.0,5782.0,0.0,5782.0,6674158098,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОСТРОЙПРОЕКТ"""
2021,479162.0,51309.0,3868.0,55177.0,6674158098,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГОСТРОЙПРОЕКТ"""
2025,92918.0,10182.0,,10182.0,2524142800,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРИС"""
2024,68732.0,7456.0,,7456.0,2524142800,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРИС"""
2023,46672.0,798.0,,798.0,2524142800,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРИС"""
2022,49662.0,771.0,,771.0,2524142800,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРИС"""
2021,58039.0,4338.0,,4338.0,2524142800,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРИС"""
2025,145625.0,5794.0,11367.0,17161.0,5405409009,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОСТРОЙ"""
2024,187426.0,2016.0,13097.0,15113.0,5405409009,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОСТРОЙ"""
2023,270294.0,3406.0,3027.0,6433.0,5405409009,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОСТРОЙ"""
2022,251017.0,2913.0,1732.0,4645.0,5405409009,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОСТРОЙ"""
2021,153704.0,2877.0,,2877.0,5405409009,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОСТРОЙ"""
2025,653787.0,65083.0,13866.0,78949.0,3810060162,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕХАНИЗИРОВАННАЯ КОЛОННА №1"""
2024,1055170.0,108501.0,11393.0,119894.0,3810060162,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕХАНИЗИРОВАННАЯ КОЛОННА №1"""
2023,841778.0,187984.0,2142.0,190126.0,3810060162,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕХАНИЗИРОВАННАЯ КОЛОННА №1"""
2022,948502.0,169109.0,979.0,170088.0,3810060162,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕХАНИЗИРОВАННАЯ КОЛОННА №1"""
2021,568167.0,73378.0,184.0,73562.0,3810060162,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕХАНИЗИРОВАННАЯ КОЛОННА №1"""
2025,482510.0,119714.0,,119714.0,2223056681,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕКЛАМНО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ"""
2024,496233.0,75459.0,,75459.0,2223056681,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕКЛАМНО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ"""
2023,364193.0,55441.0,,55441.0,2223056681,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕКЛАМНО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ"""
2022,256795.0,24115.0,,24115.0,2223056681,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕКЛАМНО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ"""
2021,205808.0,9374.0,,9374.0,2223056681,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕКЛАМНО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ"""
2025,663831.0,9904.0,0.0,9904.0,7725338047,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""СТРОЙ ПРОФИТ"""
2024,539666.0,10362.0,0.0,10362.0,7725338047,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""СТРОЙ ПРОФИТ"""
2023,491866.0,1946.0,4284.0,6230.0,7725338047,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""СТРОЙ ПРОФИТ"""
2022,488441.0,1506.0,1166.0,2672.0,7725338047,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""СТРОЙ ПРОФИТ"""
2021,523919.0,2505.0,,2505.0,7725338047,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""СТРОЙ ПРОФИТ"""
2025,490.0,-329.0,0.0,-329.0,8603134993,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФМОНТАЖАВТОМАТИКА"""
2024,60.0,-684.0,,-684.0,8603134993,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФМОНТАЖАВТОМАТИКА"""
2023,,-1424.0,,-1424.0,8603134993,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФМОНТАЖАВТОМАТИКА"""
2022,0.0,-3330.0,,-3330.0,8603134993,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФМОНТАЖАВТОМАТИКА"""
2021,26512.0,-31397.0,,-31397.0,8603134993,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОФМОНТАЖАВТОМАТИКА"""
2025,910204.0,5472.0,2813.0,8285.0,4823074284,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦКОМПЛЕКТРЕМОНТ"""
2024,761281.0,15359.0,2634.0,17993.0,4823074284,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦКОМПЛЕКТРЕМОНТ"""
2023,474555.0,-6590.0,300.0,-6290.0,4823074284,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦКОМПЛЕКТРЕМОНТ"""
2022,511362.0,10231.0,1132.0,11363.0,4823074284,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦКОМПЛЕКТРЕМОНТ"""
2021,542944.0,15781.0,1054.0,16835.0,4823074284,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦКОМПЛЕКТРЕМОНТ"""
2025,315707.0,78709.0,,78709.0,3435309618,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЛЯРИС"""
2024,633611.0,48681.0,,48681.0,3435309618,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЛЯРИС"""
2023,209138.0,150.0,,150.0,3435309618,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЛЯРИС"""
2022,110742.0,152.0,,152.0,3435309618,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЛЯРИС"""
2021,144207.0,82.0,,82.0,3435309618,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЛЯРИС"""
2025,1070.0,-40793.0,0.0,-40793.0,7203500957,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ"""
2024,191108.0,46838.0,1195.0,48033.0,7203500957,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ"""
2023,205834.0,16881.0,1428.0,18309.0,7203500957,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ"""
2022,129640.0,-49901.0,,-49901.0,7203500957,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ"""
2021,181646.0,26721.0,,26721.0,7203500957,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ"""
2025,20817.0,-166665.0,,-166665.0,7724349670,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРПОРАЦИЯ-К"""
2024,567135.0,30327.0,,30327.0,7724349670,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРПОРАЦИЯ-К"""
2023,475802.0,3849.0,,3849.0,7724349670,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРПОРАЦИЯ-К"""
2022,325388.0,8711.0,,8711.0,7724349670,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРПОРАЦИЯ-К"""
2021,93635.0,2425.0,,2425.0,7724349670,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРПОРАЦИЯ-К"""
2025,14420.0,188.0,,188.0,6671080799,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛОБОТЭКС"""
2024,14420.0,188.0,,188.0,6671080799,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛОБОТЭКС"""
2023,0.0,-156.0,,-156.0,6671080799,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛОБОТЭКС"""
2022,34676.0,785.0,,785.0,6671080799,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛОБОТЭКС"""
2021,168141.0,1387.0,,1387.0,6671080799,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛОБОТЭКС"""
2025,21725.0,281.0,23.0,304.0,3524016564,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМИР"""
2024,20719.0,106.0,61.0,167.0,3524016564,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМИР"""
2023,17135.0,706.0,6.0,712.0,3524016564,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМИР"""
2022,13260.0,213.0,25.0,238.0,3524016564,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМИР"""
2021,16484.0,111.0,217.0,328.0,3524016564,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙМИР"""
2025,142190.0,4071.0,4799.0,8870.0,3123369241,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ МАЛАХИТ"""
2024,49920.0,-110.0,4491.0,4381.0,3123369241,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ МАЛАХИТ"""
2023,51710.0,25.0,2447.0,2472.0,3123369241,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ МАЛАХИТ"""
2022,81309.0,335.0,2333.0,2668.0,3123369241,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ МАЛАХИТ"""
2021,62345.0,68.0,609.0,677.0,3123369241,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ МАЛАХИТ"""
2025,92953.0,216.0,,216.0,7802871615,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙСТАНДАРТ"""
2024,310121.0,1103.0,,1103.0,7802871615,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙСТАНДАРТ"""
2023,271500.0,5262.0,,5262.0,7802871615,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙСТАНДАРТ"""
2022,83341.0,416.0,,416.0,7802871615,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙСТАНДАРТ"""
2021,164662.0,1493.0,,1493.0,7802871615,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙСТАНДАРТ"""
2023,63528.0,97.0,,97.0,6685115762,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙСНАБРЕГИОНУРАЛ"""
2022,122326.0,217.0,,217.0,6685115762,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙСНАБРЕГИОНУРАЛ"""
2021,84466.0,167.0,,167.0,6685115762,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙСНАБРЕГИОНУРАЛ"""
2025,361768.0,5245.0,,5245.0,7801590756,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦТРЕСТ 35"""
2024,357426.0,7787.0,,7787.0,7801590756,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦТРЕСТ 35"""
2023,305190.0,7138.0,,7138.0,7801590756,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦТРЕСТ 35"""
2022,52412.0,-15357.0,,-15357.0,7801590756,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦТРЕСТ 35"""
2021,92144.0,490.0,,490.0,7801590756,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦТРЕСТ 35"""
2024,,0.0,,0.0,0326496419,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МК"""
2023,,0.0,,0.0,0326496419,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МК"""
2022,0.0,0.0,,0.0,0326496419,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МК"""
2021,14326.0,1218.0,,1218.0,0326496419,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МК"""
2025,5000.0,0.0,,0.0,6452149159,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕКТОР"""
2024,31278.0,151.0,,151.0,6452149159,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕКТОР"""
2023,90835.0,1275.0,,1275.0,6452149159,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕКТОР"""
2022,50714.0,486.0,,486.0,6452149159,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕКТОР"""
2025,0.0,24488.0,8538.0,33026.0,7814102075,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕР-КОМПЛЕКТ"""
2024,,9987.0,,9987.0,7814102075,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕР-КОМПЛЕКТ"""
2023,,30155.0,0.0,30155.0,7814102075,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕР-КОМПЛЕКТ"""
2022,,31786.0,13967.0,45753.0,7814102075,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕР-КОМПЛЕКТ"""
2021,0.0,35531.0,802.0,36333.0,7814102075,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕР-КОМПЛЕКТ"""
2025,142540.0,-11731.0,,-11731.0,5751061704,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ"""
2024,159223.0,-20423.0,0.0,-20423.0,5751061704,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ"""
2023,214501.0,10446.0,599.0,11045.0,5751061704,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ"""
2022,203540.0,8455.0,420.0,8875.0,5751061704,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ"""
2021,295625.0,5451.0,0.0,5451.0,5751061704,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙКОМ"""
2025,26387.0,348.0,,348.0,5609066303,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАРЯ"""
2021,336040.0,2363.0,,2363.0,5609066303,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАРЯ"""
2025,293258.0,2095.0,122.0,2217.0,7445016858,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОКАТЭНЕРГОМОНТАЖ-1"""
2024,256082.0,7865.0,103.0,7968.0,7445016858,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОКАТЭНЕРГОМОНТАЖ-1"""
2023,164749.0,14217.0,717.0,14934.0,7445016858,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОКАТЭНЕРГОМОНТАЖ-1"""
